

wavelength(nm), Y
1553.51, 0.00114999
1553.51, 0.00118332
1553.5, 0.000714249
1553.49, -0.000479894
1553.48, -0.00265747
1553.47, -0.00612066
1553.47, -0.0112208
1553.46, -0.0183583
1553.45, -0.0279736
1553.44, -0.0405232
1553.43, -0.0564373
1553.43, -0.0760528
1553.42, -0.0995273
1553.41, -0.126743
1553.4, -0.157226
1553.39, -0.190114
1553.39, -0.224201
1553.38, -0.258063
1553.37, -0.290242
1553.36, -0.319433
1553.35, -0.344618
1553.34, -0.365112
1553.34, -0.380533
1553.33, -0.390706
1553.32, -0.395561
1553.31, -0.395025
1553.3, -0.388957
1553.3, -0.377113
1553.29, -0.359145
1553.28, -0.334652
1553.27, -0.303266
1553.26, -0.264774
1553.26, -0.219267
1553.25, -0.167278
1553.24, -0.109877
1553.23, -0.0486749
1553.22, 0.014285
1553.22, 0.0767463
1553.21, 0.136512
1553.2, 0.191701
1553.19, 0.240928
1553.18, 0.283357
1553.18, 0.31866
1553.17, 0.346895
1553.16, 0.368358
1553.15, 0.383444
1553.14, 0.39254
1553.14, 0.395952
1553.13, 0.393883
1553.12, 0.386441
1553.11, 0.373695
1553.1, 0.355763
1553.1, 0.332913
1553.09, 0.305673
1553.08, 0.274895
1553.07, 0.241751
1553.06, 0.207642
1553.06, 0.174033
1553.05, 0.142257
1553.04, 0.113362
1553.03, 0.0880164
1553.02, 0.0665084
1553.01, 0.0488073
1553.01, 0.0346541
1553, 0.0236553
1552.99, 0.0153606
1552.98, 0.00931714
1552.97, 0.00510231
1552.97, 0.00233958
1552.96, 0.000702523
1552.95, -8.82716e-05
1552.94, -0.000272197
1552.93, -5.75128e-05
1552.93, 0.00036909
1552.92, 0.000832772
1552.91, 0.00116085
1552.9, 0.00117313
1552.89, 0.000672188
1552.89, -0.00056628
1552.88, -0.00280272
1552.87, -0.00634176
1552.86, -0.0115373
1552.85, -0.0187923
1552.85, -0.0285486
1552.84, -0.0412628
1552.83, -0.0573617
1552.82, -0.0771756
1552.81, -0.10085
1552.81, -0.12825
1552.8, -0.158882
1552.79, -0.191865
1552.78, -0.225976
1552.77, -0.259786
1552.77, -0.29184
1552.76, -0.320846
1552.75, -0.345801
1552.74, -0.366039
1552.73, -0.381191
1552.73, -0.391089
1552.72, -0.395666
1552.71, -0.394848
1552.7, -0.388488
1552.69, -0.376335
1552.69, -0.358038
1552.68, -0.333196
1552.67, -0.301444
1552.66, -0.262583
1552.65, -0.216722
1552.64, -0.164421
1552.64, -0.106779
1552.63, -0.0454324
1552.62, 0.0175578
1552.61, 0.0799315
1552.6, 0.139502
1552.6, 0.194412
1552.59, 0.243301
1552.58, 0.285365
1552.57, 0.320297
1552.56, 0.348172
1552.56, 0.369294
1552.55, 0.38406
1552.54, 0.392854
1552.53, 0.395979
1552.52, 0.393628
1552.52, 0.385909
1552.51, 0.372891
1552.5, 0.354695
1552.49, 0.331602
1552.48, 0.304155
1552.48, 0.273222
1552.47, 0.239993
1552.46, 0.205874
1552.45, 0.172328
1552.44, 0.14068
1552.44, 0.111956
1552.43, 0.0868051
1552.42, 0.0654978
1552.41, 0.0479887
1552.4, 0.0340096
1552.4, 0.0231624
1552.39, 0.0149955
1552.38, 0.00905692
1552.37, 0.00492627
1552.36, 0.00222955
1552.36, 0.000642895
1552.35, -0.000110831
1552.34, -0.000269179
1552.33, -3.90499e-05
1552.32, 0.000393718
1552.32, 0.000854636
1552.31, 0.00117087
1552.3, 0.00116157
1552.29, 0.000628149
1552.28, -0.000655342
1552.28, -0.00295147
1552.27, -0.00656731
1552.26, -0.0118594
1552.25, -0.0192331
1552.24, -0.0291316
1552.23, -0.0420114
1552.23, -0.0582962
1552.22, -0.0783088
1552.21, -0.102183
1552.2, -0.129766
1552.19, -0.160545
1552.19, -0.193619
1552.18, -0.227751
1552.17, -0.261504
1552.16, -0.29343
1552.15, -0.322247
1552.15, -0.346971
1552.14, -0.366953
1552.13, -0.381834
1552.12, -0.391458
1552.11, -0.395757
1552.11, -0.394656
1552.1, -0.388002
1552.09, -0.37554
1552.08, -0.356914
1552.07, -0.331721
1552.07, -0.299603
1552.06, -0.260373
1552.05, -0.21416
1552.04, -0.16155
1552.03, -0.10367
1552.03, -0.0421855
1552.02, 0.0208289
1552.01, 0.0831091
1552, 0.14248
1551.99, 0.197106
1551.99, 0.245656
1551.98, 0.287353
1551.97, 0.321915
1551.96, 0.349431
1551.95, 0.370213
1551.95, 0.38466
1551.94, 0.393154
1551.93, 0.39599
1551.92, 0.393359
1551.91, 0.385363
1551.91, 0.372073
1551.9, 0.353614
1551.89, 0.330279
1551.88, 0.302626
1551.87, 0.271543
1551.87, 0.238231
1551.86, 0.204107
1551.85, 0.170629
1551.84, 0.13911
1551.83, 0.110559
1551.83, 0.0856043
1551.82, 0.0644975
1551.81, 0.0471796
1551.8, 0.0333735
1551.79, 0.0226767
1551.79, 0.0146363
1551.78, 0.00880157
1551.77, 0.00475408
1551.76, 0.0021225
1551.75, 0.000585501
1551.74, -0.000131794
1551.74, -0.000265119
1551.73, -2.0044e-05
1551.72, 0.000418422
1551.71, 0.000876112
1551.7, 0.00118002
1551.7, 0.0011486
1551.69, 0.000582099
1551.68, -0.000747121
1551.67, -0.00310376
1551.66, -0.00679737
1551.66, -0.0121871
1551.65, -0.0196806
1551.64, -0.0297227
1551.63, -0.0427693
1551.62, -0.0592408
1551.62, -0.0794525
1551.61, -0.103525
1551.6, -0.13129
1551.59, -0.162214
1551.58, -0.195375
1551.58, -0.229524
1551.57, -0.263218
1551.56, -0.295012
1551.55, -0.323638
1551.54, -0.348129
1551.54, -0.367852
1551.53, -0.382464
1551.52, -0.391813
1551.51, -0.395834
1551.5, -0.394449
1551.5, -0.387501
1551.49, -0.374729
1551.48, -0.355772
1551.47, -0.330227
1551.46, -0.297743
1551.46, -0.258144
1551.45, -0.21158
1551.44, -0.158664
1551.43, -0.100552
1551.42, -0.0389344
1551.42, 0.024098
1551.41, 0.0862788
1551.4, 0.145445
1551.39, 0.199783
1551.38, 0.247993
1551.38, 0.289323
1551.37, 0.323514
1551.36, 0.350672
1551.35, 0.371115
1551.34, 0.385245
1551.34, 0.393438
1551.33, 0.395987
1551.32, 0.393076
1551.31, 0.384803
1551.3, 0.37124
1551.3, 0.352519
1551.29, 0.328944
1551.28, 0.301089
1551.27, 0.269858
1551.26, 0.236468
1551.26, 0.202342
1551.25, 0.168935
1551.24, 0.137549
1551.23, 0.109172
1551.22, 0.0844138
1551.21, 0.0635074
1551.21, 0.04638
1551.2, 0.0327458
1551.19, 0.0221981
1551.18, 0.0142831
1551.17, 0.00855102
1551.17, 0.0045857
1551.16, 0.00201838
1551.15, 0.000530304
1551.14, -0.000151192
1551.13, -0.000260045
1551.13, -5.19908e-07
1551.12, 0.000443176
1551.11, 0.000897176
1551.1, 0.00118826
1551.09, 0.0011342
1551.09, 0.000534004
1551.08, -0.000841655
1551.07, -0.00325963
1551.06, -0.00703198
1551.05, -0.0125205
1551.05, -0.020135
1551.04, -0.0303218
1551.03, -0.0435364
1551.02, -0.0601955
1551.01, -0.0806067
1551.01, -0.104878
1551, -0.132823
1550.99, -0.163889
1550.98, -0.197135
1550.97, -0.231296
1550.97, -0.264926
1550.96, -0.296585
1550.95, -0.325017
1550.94, -0.349274
1550.93, -0.368738
1550.93, -0.383079
1550.92, -0.392153
1550.91, -0.395896
1550.9, -0.394227
1550.89, -0.386985
1550.89, -0.3739
1550.88, -0.354612
1550.87, -0.328715
1550.86, -0.295864
1550.85, -0.255896
1550.85, -0.208983
1550.84, -0.155764
1550.83, -0.0974249
1550.82, -0.0356794
1550.81, 0.0273648
1550.81, 0.0894403
1550.8, 0.148396
1550.79, 0.202444
1550.78, 0.25031
1550.77, 0.291273
1550.77, 0.325094
1550.76, 0.351894
1550.75, 0.372
1550.74, 0.385813
1550.73, 0.393707
1550.73, 0.395969
1550.72, 0.392778
1550.71, 0.384229
1550.7, 0.370394
1550.69, 0.351412
1550.69, 0.327597
1550.68, 0.299542
1550.67, 0.268167
1550.66, 0.234703
1550.65, 0.200579
1550.65, 0.167247
1550.64, 0.135996
1550.63, 0.107795
1550.62, 0.0832338
1550.61, 0.0625275
1550.61, 0.0455898
1550.6, 0.0321265
1550.59, 0.0217267
1550.58, 0.0139358
1550.57, 0.00830521
1550.57, 0.00442106
1550.56, 0.00191716
1550.55, 0.000477271
1550.54, -0.000169056
1550.53, -0.000253985
1550.52, 1.94977e-05
1550.52, 0.000467959
1550.51, 0.000917803
1550.5, 0.00119558
1550.49, 0.00111833
1550.48, 0.00048383
1550.48, -0.000938986
1550.47, -0.00341914
1550.46, -0.0072712
1550.45, -0.0128595
1550.44, -0.0205963
1550.44, -0.0309292
1550.43, -0.0443128
1550.42, -0.0611603
1550.41, -0.0817712
1550.4, -0.106241
1550.4, -0.134365
1550.39, -0.16557
1550.38, -0.198897
1550.37, -0.233067
1550.36, -0.266629
1550.36, -0.298149
1550.35, -0.326385
1550.34, -0.350405
1550.33, -0.36961
1550.32, -0.38368
1550.32, -0.392479
1550.31, -0.395943
1550.3, -0.39399
1550.29, -0.386452
1550.28, -0.373056
1550.28, -0.353434
1550.27, -0.327184
1550.26, -0.293965
1550.25, -0.253629
1550.24, -0.206369
1550.24, -0.15285
1550.23, -0.0942881
1550.22, -0.0324209
1550.21, 0.030629
1550.2, 0.0925933
1550.2, 0.151335
1550.19, 0.205088
1550.18, 0.252609
1550.17, 0.293203
1550.16, 0.326655
1550.16, 0.353099
1550.15, 0.372868
1550.14, 0.386365
1550.13, 0.393961
1550.12, 0.395936
1550.12, 0.392465
1550.11, 0.383641
1550.1, 0.369534
1550.09, 0.350291
1550.08, 0.32624
1550.08, 0.297986
1550.07, 0.266471
1550.06, 0.232936
1550.05, 0.198817
1550.04, 0.165565
1550.04, 0.134451
1550.03, 0.106428
1550.02, 0.0820643
1550.01, 0.0615578
1550, 0.044809
1550, 0.0315153
1549.99, 0.0212622
1549.98, 0.0135943
1549.97, 0.00806409
1549.96, 0.00426013
1549.96, 0.0018188
1549.95, 0.000426365
1549.94, -0.000185414
1549.93, -0.000246963
1549.92, 3.99842e-05
1549.92, 0.000492745
1549.91, 0.000937969
1549.9, 0.00120196
1549.89, 0.00110097
1549.88, 0.000431543
1549.88, -0.00103915
1549.87, -0.00358233
1549.86, -0.00751508
1549.85, -0.0132044
1549.84, -0.0210647
1549.84, -0.0315447
1549.83, -0.0450985
1549.82, -0.0621353
1549.81, -0.0829463
1549.8, -0.107613
1549.8, -0.135915
1549.79, -0.167257
1549.78, -0.200661
1549.77, -0.234836
1549.76, -0.268327
1549.76, -0.299704
1549.75, -0.327742
1549.74, -0.351524
1549.73, -0.370468
1549.72, -0.384267
1549.72, -0.39279
1549.71, -0.395976
1549.7, -0.393738
1549.69, -0.385904
1549.68, -0.372194
1549.68, -0.352238
1549.67, -0.325634
1549.66, -0.292047
1549.65, -0.251344
1549.64, -0.203738
1549.64, -0.149923
1549.63, -0.0911424
1549.62, -0.0291592
1549.61, 0.0338902
1549.6, 0.0957375
1549.6, 0.154259
1549.59, 0.207715
1549.58, 0.25489
1549.57, 0.295115
1549.56, 0.328197
1549.56, 0.354285
1549.55, 0.373719
1549.54, 0.386901
1549.53, 0.3942
1549.52, 0.395889
1549.52, 0.392139
1549.51, 0.383038
1549.5, 0.36866
1549.49, 0.349158
1549.48, 0.32487
1549.48, 0.296422
1549.47, 0.264768
1549.46, 0.231167
1549.45, 0.197059
1549.44, 0.163888
1549.44, 0.132914
1549.43, 0.105071
1549.42, 0.0809052
1549.41, 0.0605983
1549.4, 0.0440375
1549.4, 0.0309124
1549.39, 0.0208047
1549.38, 0.0132585
1549.37, 0.00782761
1549.36, 0.00410285
1549.36, 0.00172324
1549.35, 0.000377552
1549.34, -0.000200297
1549.33, -0.000239008
1549.32, 6.09149e-05


